Customer Code,Business Name,Owner Name,Phone Number,Customer Type,Channel Type,Residential Type,Latitude,Longitude,Location,Created At
WC1761,SANCOTEX PHARMACY,PIOUS,233244591514,Distributor,Pharmacy,Urban,5.1063684,-1.2470467,Cape Coast,2016-11-04 07:08:40
WC1763,SANFORD CLINIC  ADENTA,Rita,,Retailer,\N,\N,5.6102914,-0.2781121,Adenta,2016-11-04 07:08:40
WC1769,SENTIMENTAL L/C,Samuel,233244114817,Retailer ,Chemical Shop,Periurban ,5.432899764853869,-2.1418453312427954,Prestea,2016-11-04 07:08:40
WC1770,SHELL MART  (APOLO),Selina,233276757431,Retailer ,Chemical Shop,Urban,4.9136042,-1.7930614,Takoradi,2016-11-04 07:08:40
WC1773,SHELL PHARMACY,Esther,233506019321,Retailer ,Pharmacy,Periurban ,5.0966379,-1.3367221,Elmina,2016-11-04 07:08:40
WC1775,SINA HA MAWU CHEMICALS,Nana,233244232527,Retailer ,Chemical Shop,Urban,5.2565946,-2.0036009,Tarkwa,2016-11-04 07:08:40
WC1776,CHAMAI PHARMACY,Charles,0244546922,Distributor,Pharmacy,Rural,4.9241681,-1.7643787,Takoradi,2016-11-04 07:08:40
WC1784,ST MARY'S CHEMICALS,Jerome,233208594112,Retailer ,Chemical Shop,Rural,5.034833742319875,-2.723179358976347,Bonyere,2016-11-04 07:08:40
WC1791,STAR OIL MART,Nana Yaw,233240271793,Retailer,\N,\N,6.220214850899698,-2.481758180945611,Sehwi Dwenase,2016-11-04 07:08:40
WC1793,STEPHEN ARTHUR,Stephen,233243315240,Retailer ,Chemical Shop,Rural,5.450698566986843,-2.1300595607698143,Prestea,2016-11-04 07:08:40
WC1794,STEPHEN BAFFOE,Stephen,233241126616,Retailer,\N,\N,6.4265182,-2.7103096,Sefwi Asawinso,2016-11-04 07:08:40
WC1799,AUGUSTINE QUARNSAH CHEMICALS,Mr Debrah,233244956654,Retailer ,Chemical Shop,Periurban ,4.8979836,-1.9681239,Agona Nkwanta,2016-11-04 07:08:40
WC1803,SUPERIOR MART,Debora,233248852060,Retailer ,Non-Traditional Outlet,Urban,5.0966379,-1.3367221,Elmina,2016-11-04 07:08:40
WC1804,SUSU PAPA,Ebenezer,233244050852,Retailer ,Chemical Shop,Urban,4.8904825,-1.9669403,Agona Nkwanta,2016-11-04 07:08:40
WC1806,T R TANDOH,Florence,233248323870,Retailer ,Chemical Shop,Urban,4.8977069,-1.7607654,Takoradi,2016-11-04 07:08:40
WC1811,TARKWA OLD HOSPITAL,Bernice,233243542236,Retailer,\N,\N,5.3052766,-1.9879998,Tarkwa,2016-11-04 07:08:40
WC1814,TEYE FRANCIS,FRANCIS,233241855272,Retailer,\N,\N,6.3261713,-3.0132903,BONSU NKWANTA,2016-11-04 07:08:40
WC1816,THERESA BISSUE,Theresa,233244960305,Retailer ,Pharmacy,Urban,4.9356342,-1.7214935,Sekondi Takoradi,2016-11-04 07:08:40
WC1817,THERESAH ASHER,NANA ANTWI,233244762195,Retailer ,Chemical Shop,Urban,5.1209235,-1.3010018,CAPE COAST,2016-11-04 07:08:40
WC1820,JOYFRIMENS PHARMACY,Joyce,233506008824,Wholesaler,Pharmacy,Urban,5.7836244,-2.0865928,Wasa Akropong,2016-11-04 07:08:40
WC1823,BONJOUR MART SWEDRU,Juliet,0502145748,Retailer ,Non-Traditional Outlet,Urban,5.5294695,-0.6993596,Agona Swedru,2016-11-04 07:08:40
WC1824,TOTAL MART BRONYIBIMA,steven,0247854102,Retailer ,Non-Traditional Outlet,Periurban ,5.1063684,-1.2470467,ELMINA,2016-11-04 07:08:40
WC1826,TOTAL MART KWESIMINTIM,Mary,233246361200,Retailer ,Non-Traditional Outlet,Periurban ,4.9124476,-1.7811185,Takoradi,2016-11-04 07:08:40
WC1827,TOTAL MART SEKONDI,Gloria,233504549170,Retailer,\N,\N,0.0,0.0,Sekondi Takoradi,2016-11-04 07:08:40
WC1828,BONJOUR MART WINNEBA JN,Lizzy,233246889718,Retailer ,Non-Traditional Outlet,Urban,5.3824362,-0.6446332,Winneba,2016-11-04 07:08:40
WC1830,TOTAL MART(TARKWA),Zainab,233242563459,Retailer,Non-Traditional Outlet,Urban,5.2565946,-2.0036009,Tarkwa,2016-11-04 07:08:40
WC1831,TRINITY CHEMICALS,Esther,233596851315,Retailer,Chemical Shop,Urban,5.5333795,-0.7016129,agona swedru,2016-11-04 07:08:40
WC1835,UNCLE FRANK,Uncle Frank,233244881562,Retailer ,Chemical Shop,Rural,5.3548702,-0.6318172,Winneba,2016-11-04 07:08:40
WC1836,UNIQUE CHEMICALS,Julius,233246302890,Retailer ,Chemical Shop,Periurban ,5.3745299,-0.6394026,Winneba,2016-11-04 07:08:40
WC1842,VEKPARM PHARMACY,Florence,233200662829,Retailer ,Pharmacy,Urban,4.9132456,-1.7706554,Takoradi,2016-11-04 07:08:40
WC1843,VEKPARM PHARMACY    ,THOMAS,0557895412,Retailer ,Pharmacy,Urban,4.913,-1.770,TAKORADI,2016-11-04 07:08:40
WC1848,VICTORIA ASAFO ADJEI,Victoria,233244734146,Retailer,Chemical Shop,Periurban,4.9341072,-1.7147555,Sekondi Takoradi,2016-11-04 07:08:40
WC1851,VIDA NYAN,Vida,233243635524,Retailer ,Chemical Shop,Urban,4.940032990629852,-1.7534718619257559,Takoradi,2016-11-04 07:08:40
WC1857,GOD'S AMAZING GRACE,Mr Welbeck,233209264447,Retailer ,Chemical Shop,Periurban ,5.569599,-2.0228804,Bogoso,2016-11-04 07:08:40
WC1860,WEST RIDGE  PHARMACY,Mr Adjei,233244284514,Retailer,Pharmacy,Urban,4.9069677,-1.7686392,Takoradi,2016-11-04 07:08:40
WC1862,WEST STAR  PHARMACY,Aidoo,233246508748,Retailer,Pharmacy,Urban,4.9134839,-1.7570761,Takoradi,2016-11-04 07:08:40
WC1866,WIAFE CHEMICALS,Mr Wiafe,233208156271,Retailer ,Chemical Shop,Urban,5.5342914,-0.7006239,Agona Swedru,2016-11-04 07:08:40
WC1868,WILLIAM GYETUAH,Mr William,233242830567,Retailer ,Chemical Shop,Urban,5.439465320397444,-2.140416587181049,Prestea,2016-11-04 07:08:40
WC1869,WILLIAM K. AMPAW,willi,233248461976,Retailer,\N,\N,0.0,0.0,Biriwa,2016-11-04 07:08:40
WC1870,WISLET PHARMACY    ,COMFORT,0245874152,Retailer ,Pharmacy,Urban,4.968,-1.721,KOJOKROM,2016-11-04 07:08:40
WC1871,JOSEPH YAW DANSO CHEMICALS,Mr Danso,233209232625,Retailer ,Chemical Shop,Periurban ,5.9644843,-1.7821395,Dunkwa On Offin,2016-11-04 07:08:40
WC1874,YESU ADOM,Sister Afia,233242176090,Retailer ,Chemical Shop,Urban,4.9459867,-1.713259,Sekondi Takoradi,2016-11-04 07:08:40
WC1878,ZION CHEMICALS,Elizabeth,233506001618,Retailer ,Chemical Shop,Periurban ,5.3070011,-1.9879903,Tarkwa,2016-11-04 07:08:40
BA1003,WATARA CHEMICALS,watara,233208185846,Retailer,Chemical Shop,Periurban,7.3461865,-2.3229325,SEIKWA,2016-11-04 07:12:11
BA1011,AFRANE CHEMICALS,Afrane,233548467150,Retailer,Chemical Shop,Urban,7.3474235,-2.3210307,Sunyani,2016-11-04 07:12:11
BA1013,KYEREMEH MAHMUD CHEM,Mahmud,,Retailer,\N,\N,7.5901749999999995,-1.93934,Techiman,2016-11-04 07:12:11
BA1022,AGYENIM BOATENG CHEMICALS,Joe Pala,233243826789,Retailer ,Chemical Shop,Rural,7.08851,-2.0260866666666666,Bechem,2016-11-04 07:12:11
BA1024,AHENEWAA CHEMICALS,Ahenewaa,233243954452,Retailer,Chemical Shop,Urban,7.3474237,-2.3210308,Bechem,2016-11-04 07:12:11
BA1025,AHENEWAA CHEMICALS,Aboagye,233245740451,Retailer,Pharmacy,Urban,7.3474237,-2.3210305,Dormaa,2016-11-04 07:12:11
BA1027,AHENKRO PHARMACY,Fransica,233247833600,Retailer,\N,\N,7.27823,-2.870235,Dormaa,2016-11-04 07:12:11
BA1029,ALAJI ADAMS CHEMIST,Kofi Amissah,233240148988,Retailer,\N,\N,7.586458333333333,-1.937725,Techiman,2016-11-04 07:12:11
BA1036,AMEDAF PHARMACY,Agya Asamoah,233243527913,Retailer,Pharmacy,Urban,7.0082664,-2.1658968,Tepa,2016-11-04 07:12:11
BA1037,AMEYAW & SON CHEMICALS,Harriet,,Retailer,\N,\N,7.5821733333333325,-1.9362983333333332,Techiman,2016-11-04 07:12:11
BA1042,ANOKYE CHEMICALS,Anokye,233208943866,Retailer,\N,\N,7.3328231,-2.3261594,Sunyani,2016-11-04 07:12:11
BA1052,ASARE TAWIAH CHEMICALS,Janet Tawiah,233553203963,Retailer,Chemical Shop,Urban,7.3364825,-2.3235265,Sunyani,2016-11-04 07:12:11
BA1054,ASOMDWEHENE CHEMICALS,Andy,233545489169,Retailer,Chemical Shop,Urban,6.8047627,-2.5157944,Goaso,2016-11-04 07:12:11
BA1058,AWANGA PHARMACY,LINDA,233547578738,Wholesaler,Pharmacy,Urban,7.9493826,-2.6958232,Sampa,2016-11-04 07:12:11
BA1067,BAYOR K. MOSES CHEMICALS,Moses,233243517347,Distributor,Chemical Shop,Rural,7.5531049,-1.1925411,Amantin,2016-11-04 07:12:11
BA1069,BEDIAKO CHEMICALS,Evans,233541569315,Retailer ,Chemical Shop,Rural,7.450321666666667,-2.5809133333333336,Berekum,2016-11-04 07:12:11
BA1072,BENEDICT OFORI CHEMIST,BENEDICT,233204536589,Retailer,Chemical Shop,Urban,7.4524774,-2.5853171,BEREKUM,2016-11-04 07:12:11
BA1073,BERNARD ADUSEI,Bismark,233553707366,Retailer,Pharmacy,Urban,7.3474132,-2.3210498,Wamfie,2016-11-04 07:12:11
BA1075,BEST LIFE PHARMACY,null,233243012811,Retailer,\N,\N,0.0,0.0,null,2016-11-04 07:12:11
BA1077,BOATENG WILLIAMS CHEMICALS,Boateng,233244163038,Retailer,\N,\N,0.0,0.0,Atebubu,2016-11-04 07:12:11
BA1080,AWUAH NYARKO GLORIA,GLORIA,233243905526,Retailer,Chemical Shop,Periurban,7.0634112,-2.3191578,NTOTROSO,2016-11-04 07:12:11
BA1090,NANA YAW ETURU CHEM,Abeku,233208959839,Retailer ,Chemical Shop,Urban,7.450453333333333,-2.5810216666666665,Berekum,2016-11-04 07:12:11
BA1091,CLEAN HANDS CHEMICALS,Abeiku,233208959839,Retailer,Chemical Shop,Urban,7.4502813,-2.581023,Berekum,2016-11-04 07:12:11
BA1092,CLEMENT GYIMAH CHEMICALS,Clement,233243141422,Retailer,Chemical Shop,Urban,6.9044708,-2.5621748,Mim,2016-11-04 07:12:11
BA1098,DANIEL & CO CHEMICALS,K'Dei,233244702340,Retailer,\N,\N,7.2815416666666675,-2.8758433333333335,Dormaa,2016-11-04 07:12:11
BA1099,DANIEL DAMOAH CHEMICALS,Nana Yaw,233207786461,Retailer ,Chemical Shop,Urban,7.290165,-2.271125,Abesim,2016-11-04 07:12:11
BA1100,DANIEL ADDAI CHEMICALS,Enerst,233202570467,Retailer,\N,\N,7.7520051,-0.9887775,Prang,2016-11-04 07:12:11
BA1101,DANIEL K. FRIMPONG CHEMICALS,Daniel,233208230436,Retailer,\N,\N,7.7374785,-0.9907526,Atebubu,2016-11-04 07:12:11
BA1105,DIAMONO PHARMACY,Diamono,233277883151,Wholesaler,\N,\N,7.582178333333333,-1.936245,Techiman,2016-11-04 07:12:11
BA1106,DIANA WIAFE CHEM,Diana,233243808432,Retailer,Chemical Shop,Urban,6.8057406,-2.5170231,Goaso,2016-11-04 07:12:11
BA1108,DORAM PHARMACY,Doris,233243350859,Retailer,\N,\N,0.0,0.0,Sunyani,2016-11-04 07:12:12
BA1109,E K AWUAH,Obina,233247262787,Retailer,Chemical Shop,Urban,6.9339899,-2.3590981,Hwediem,2016-11-04 07:12:12
BA1111,E. ADOMAH  CHEM,Kwame,233241085308,Retailer,\N,\N,7.279288333333333,-2.873298333333333,Dormaa,2016-11-04 07:12:12
BA1119,EFFAH FORDJOUR PHARMACY,Ama,233246795326,Wholesaler,\N,\N,7.577323333333334,-1.9531383333333334,Techiman,2016-11-04 07:12:12
BA1122,EMMENS CHEMIST,emmens,,Retailer,\N,\N,7.582886666666667,-1.936223333333333,Techiman,2016-11-04 07:12:12
BA1123,ENAPACK PHARMACY,Enapak,233208112428,Retailer,Pharmacy,Urban,7.3475008,-2.3201861,Berekum,2016-11-04 07:12:12
BA1125,ENAPARK PHARMACY    ,MR ERNEST,0244444635,Retailer ,Pharmacy,Urban,7.452924,-2.58509,Berekum,2016-11-04 07:12:12
BA1129,ESTHER ADDO CHEMICALS,Esther,233264468580,Retailer,\N,\N,7.325312,-2.317548,Sunyani,2016-11-04 07:12:12
BA1135,EVANS NYAKUDE M. CHEMICALS,Evans,233244512833,Retailer,\N,\N,7.7128315,-1.0067907,New Konkrompe,2016-11-04 07:12:12
BA1138,FAUSTINA BENNEH,Benneh,233548193122,Retailer,Chemical Shop,Urban,7.4529238,-2.5850921,Berekum,2016-11-04 07:12:12
BA1139,FAUSTINA BENNEH CHEMICALS   ,Mr. Akoto,548193122,Retailer ,Chemical Shop,Urban,7.452924,-2.58509,Berekum,2016-11-04 07:12:12
BA1140,FIRST CARE PHARMACY,George,233244051578,Retailer,Pharmacy,Urban,6.9798086,-2.3865766,Kenyasi,2016-11-04 07:12:12
BA1143,FLORENCE MARTERNITY,REV JOHN,233552565908,Retailer,Private Health Facility,Urban,7.3046221,-2.2997936,Sunyani municipal,2016-11-04 07:12:12
BA1145,FRANCIS OPOKU BOATENG CHEMICALS,Francis,233242329384,Retailer,\N,\N,7.341753333333332,-2.306843333333333,New dormaa,2016-11-04 07:12:12
BA1146,FRANK OWUSU CHEMICALS,Frank,233208273105,Retailer,Chemical Shop,Urban,8.0044143,-1.0674434,Atebubu,2016-11-04 07:12:12
BA1147,FRED SARPONG,fred,233276976778,Retailer,\N,\N,7.336518333333333,-2.3232999999999997,sunyani,2016-11-04 07:12:12
BA1151,FRIMPANDY PHARMACY,Frim,233208228205,Retailer,\N,\N,6.9765875,-2.3800121,Kenyasi,2016-11-04 07:12:12
BA1157,G.K AWUAH,Abena,233248628031,Retailer,\N,\N,7.335928333333333,-2.324585,Sunyani,2016-11-04 07:12:12
BA1159,G-EME PHARMACY,Abena Lucy,233549099985,Retailer,\N,\N,6.9335468,-2.3568534,Hwediem,2016-11-04 07:12:12
BA1160,GEORGE AMPONSAH CHEMICALS,KUSI GEORGE,233249571578,Retailer,Chemical Shop,Urban,7.2629109,-2.7581992,Kyeremasu,2016-11-04 07:12:12
BA1162,GEORGE DARKO CHEMICALS,Maame Yaa,233206754665,Retailer,Pharmacy,Urban,7.3012598,-2.2960787,Dormaa,2016-11-04 07:12:12
BA1166,GOD IS ABLE CHEMICALS,BEATRICE,233546658897,Retailer,Chemical Shop,Rural,7.1670541,-2.0988984,DUAYAW NKWANTA,2016-11-04 07:12:12
BA1170,GOIL MATT,Evlyn,233242236391,Retailer,\N,\N,7.585811666666666,-1.9375666666666667,Techiman,2016-11-04 07:12:12
BA1172,GORDON A. CHEMICALS,Gordon,233208181141,Retailer,\N,\N,7.589111666666668,-1.9389566666666667,Techiman,2016-11-04 07:12:12
BA1176,GREENLIGHT PHARMACY,PRINCE,233245876671,Distributor,Pharmacy,Urban,7.3362714,-2.3284141,Sunyani,2016-11-04 07:12:12
BA1178,HELEN PHARMACY,Mabel,233507832899,Wholesaler,\N,\N,7.175599999999999,-2.1004766666666668,D/Nkwanta,2016-11-04 07:12:12
BA1179,HELLEN PHARMACY,NELSON ,0545343423,Wholesaler,Pharmacy,Urban,7.1760654,-2.0992062,DUAYAW NKWANTA,2016-11-04 07:12:12
BA1181,HOST PHARMACY,Hanson,233207353231,Retailer,\N,\N,7.581921666666666,-1.940095,Techiman,2016-11-04 07:12:12
BA1182,HOUR OF GRACE,Mad Serwaa,233242108374,Retailer ,Chemical Shop,Rural,7.175631666666667,-2.1005516666666666,Duayawnkwanta,2016-11-04 07:12:12
BA1185,J.S PHARMACY,Js,233243114934,Retailer,\N,\N,7.585075000000001,-1.9380799999999998,Techiman,2016-11-04 07:12:12
BA1191,JASY PHARMACY,Sally,233244248291,Retailer,\N,\N,7.3323273,-2.3287875,Sunyani,2016-11-04 07:12:12
BA1192,JENAMAS CHEMICALS,Augustine,233509111811,Retailer,\N,\N,7.57992,-1.9304850000000002,Techiman,2016-11-04 07:12:12
BA1194,JENARK PHARMACY,Eshun,233208218982,Wholesaler,Pharmacy,Urban,7.454186666666668,-2.587283333333333,Berekum,2016-11-04 07:12:12
BA1197,JEOGANI PHARMACY,AMANKEAA,233207019701,Retailer,Pharmacy,Urban,7.280792,-2.876145,Dormaa,2016-11-04 07:12:12
BA1201,JILL PHARMACY,Mr. Hammond,233208177287,Retailer,\N,\N,7.3421207,-2.3200268,Sunyani,2016-11-04 07:12:12
BA1205,JOE BENNET PHARMACY,Joe,233241685118,Wholesaler,Pharmacy,Urban,7.335236,-2.3262506,Sunyani,2016-11-04 07:12:12
BA1208,JOE CHRIS PHARMACY,JOE,233245368974,Distributor,Pharmacy,Urban,6.8037876,-2.5170667,GAOSO,2016-11-04 07:12:12
BA1209,JOE  PARA CHEM,Ruth,233244118260,Retailer,Pharmacy,Urban, 7.3455214,-2.3210837,Sunyani,2016-11-04 07:12:12
BA1214,RICHARD JOHN APPAU CHEM,PORTIA,233546019174,Retailer ,Chemical Shop,Rural,7.1736639,-2.1003093,DUAYAW NKWANTA,2016-11-04 07:12:12
BA1216,JOHN SAWYER CHEMICALS,John,233244465097,Retailer,\N,\N,7.3635633333333335,-2.3466283333333333,Sunyani,2016-11-04 07:12:12
BA1219,JOJO CHEMICALS,Emmanuel Addae,233209221210,Retailer,\N,\N,7.2806983333333335,-2.875993333333333,Dormaa,2016-11-04 07:12:12
BA1220,JOJO PHARMACY,AKWASI,233209221210,Wholesaler,Pharmacy,Urban,7.4529238,-2.5850921,Dormaa,2016-11-04 07:12:12
BA1222,JOSEPH SAI CHEMICALS,DADA JOE,233205896370,Retailer,Chemical Shop,Urban,7.3017694,-2.2959471,SUNYANI,2016-11-04 07:12:12
BA1226,K.N ASANTE CHEMICALS,Osofo,233200339211,Retailer,\N,\N,0.0,0.0,Kenyasi,2016-11-04 07:12:12
BA1230,KASAPA PHARMACY,Mama,233275095135,Retailer,\N,\N,7.585154999999999,-1.9382949999999999,Techiman,2016-11-04 07:12:12
BA1244,KWAPONG PHARMACY,Nana,233208138989,Retailer,\N,\N,7.7374785,-0.9907526,Atebubu,2016-11-04 07:12:12
BA1246,KYERE DIABOUR  CHEMICALS,Dr kyereh,233248886104,Retailer,Chemical Shop,Urban,7.3475008,-2.3201861,DROBO,2016-11-04 07:12:12
BA1247,KYERE DIABOUR,DR. KYERE,233244032691,Wholesaler,Chemical Shop,Urban,7.3474236,-2.3210311,Drobo,2016-11-04 07:12:12
BA1248,KYERE DIABOUR CHEMICALS,Dr. Kyere,233244032691,Retailer,\N,\N,7.5932675,-2.7876816,Drobo,2016-11-04 07:12:12
BA1249,LIBAWS CHEMIST,ADU-BOAHEN,233241225123,Wholesaler,Pharmacy,Urban,7.450761,-2.5825018,Berekum,2016-11-04 07:12:12
BA1251,LIGHTWAY CHEMIST,Angi,233241033940,Retailer,\N,\N,7.585515,-1.9377566666666666,Techiman,2016-11-04 07:12:12
BA1255,LYNBERT PHARMACY,lynbert,,Retailer,\N,\N,7.5839033333333346,-1.9372249999999998,Techiman,2016-11-04 07:12:12
BA1260,MACK-HUBERT PHARMACY,TUTU,233200805447,Wholesaler,Pharmacy,Urban,7.343864,-2.3134621,Sunyani,2016-11-04 07:12:12
BA1262,MANUEL PHARMACY,Andy,233208119656,Retailer,\N,\N,7.3357311,-2.3270754,Sunyani,2016-11-04 07:12:12
BA1265,MAYBEL ACHIAA CHEMICALS,Sister MAYBEL,233242304763,Retailer,Chemical Shop,Urban,6.8049021,-2.5176756,Goaso,2016-11-04 07:12:12
BA1266,MEDCOURT PHARMACY,Seth,233248719291,Distributor,Pharmacy,Urban,7.3329939,-2.3216585,Sunyani,2016-11-04 07:12:12
BA1276,MIKY CHEMICALS,null,,Retailer,\N,\N,0.0,0.0,Fiapre,2016-11-04 07:12:12
BA1280,MONICA MATERNITY,MADAM MONICA,233245369685,Retailer,Private Health Facility,Urban,7.3442983,-2.2973467,NEW DORMAA,2016-11-04 07:12:12
BA1281,MOSSAY PHARMACY,Moses,233208235723,Wholesaler,Pharmacy,Urban,7.3358527,-2.3271817,Sunyani,2016-11-04 07:12:12
BA1282,MOSSAY PHARMACY (ANNEX),SOLOMON,233202857165,Wholesaler,Pharmacy,Urban,7.3474614,-2.321199,Sunyani,2016-11-04 07:12:12
BA1284,NANA CHARLSE,Nana Charlse,233201570503,Retailer,Chemical Shop,Urban,6.9039161,-2.5617756,Mim,2016-11-04 07:12:12
BA1287,NAVI PHARMACY,null,,Retailer,\N,\N,7.3340421,-2.3259077,Sunyani,2016-11-04 07:12:12
BA1290,NEW BORN PHARMACY,NANA YAW,233245563228,Retailer,Pharmacy,Urban,7.4520378,-2.5817841,Berekum,2016-11-04 07:12:12
BA1295,NEW PARADISE,null,null,Retailer,Non-Traditional Outlet,Urban,7.3966837,-1.9555694,Dormaa,2016-11-04 07:12:12
BA1296,NEWBORN CHEMICALS,Adu Amankwaa,233208172468,Wholesaler,Pharmacy,Urban,7.4521266666666675,-2.5816483333333333,Berekum,2016-11-04 07:12:12
BA1301,NIGHT MARKET CHEMICALS,null,,Retailer,\N,\N,0.0,0.0,null,2016-11-04 07:12:12
BA1302,NSIAH A. ALFRED CHEMICALS,Alfred,233208168060,Retailer ,Chemical Shop,Rural,7.6109639,-1.1177037,Akokoa,2016-11-04 07:12:12
BA1303,NUMARK PHARMACY,ESTHER,233202509229,Wholesaler,Pharmacy,Urban,7.3432506,-2.3168117,sunyani,2016-11-04 07:12:12
BA1305,NYAME BAAFI CHEMICALS,Baafi,233266944843,Retailer,Chemical Shop,Urban,7.3004783,-2.292745,Sunyani,2016-11-04 07:12:12
BA1308,O.K PHARMACY,steve,233244599006,Retailer,Pharmacy,Urban,7.3004783,-2.292745,Sunyani,2016-11-04 07:12:12
BA1309,ODURO CHEMICALS,Emma,233504872716,Retailer,Pharmacy,Urban,7.282278333333333,-2.87511,Dormaa,2016-11-04 07:12:12
BA1313,OK PHARMACY,Pharm Ansu,233501382912,Retailer,Pharmacy,Urban,7.3488632,-2.3451494,Sunyani - Fiapre,2016-11-04 07:12:12
BA1316,OPACE CHEMICALS,Enerst,233244290837,Retailer,Chemical Shop,Urban,7.3322113,-2.3268562,Sunyani,2016-11-04 07:12:12
BA1319,OPPONG CHEMICALS,OPPONG,233542635826,Retailer,Chemical Shop,Urban,7.3065216,-2.2976722,BEREKUM,2016-11-04 07:12:12
BA1320,OPPONG MOSES,Kwabena,233240314102,Retailer,Chemical Shop,Urban,7.3237617,-2.7055233,Dormaa,2016-11-04 07:12:12
BA1322,OSIE BOFOH CHEMICALS,Andrews,233241020992,Retailer,Chemical Shop,Urban,7.3004783,-2.292745,Mim,2016-11-04 07:12:12
BA1323,ISAAC OWUSU CHEMICALS,MICHAEL,233552900215,Retailer,Chemical Shop,Urban,6.6194194,-2.4797351,KWAPONG,2016-11-04 07:12:12
BA1324,OWUSU MEMORIAL HOSPITAL,Owus,233243561938,Retailer,Private Health Facility,Urban,7.303837,-2.2952086,Sunyani,2016-11-04 07:12:12
BA1329,PAUL KYEREMEH,Paul,233244957425,Retailer,Pharmacy,Urban,7.4528406,-2.5855975,Berekum,2016-11-04 07:12:12
BA1330,PEDMICK PHARMACY,MR KWATENG,233244782455,Wholesaler,Pharmacy,Urban,7.294836666666667,-2.2844766666666665,Abesim,2016-11-04 07:12:12
BA1331,PETER OWUSU. CHEMICALS,DORCAS,233207702263,Retailer,Chemical Shop,Urban,7.3379504,-2.3264177,Sunyani,2016-11-04 07:12:12
BA1332,PETER OWUSU CHEMIST,null,233244148066,Retailer,\N,\N,7.341482,-2.3266516,Sunyani,2016-11-04 07:12:12
BA1334,POBOSCO CHEMICALS,MR ANANE,233205864251,Retailer,Chemical Shop,Urban,7.4529238,-2.5850921,Berekum,2016-11-04 07:12:12
BA1335,PRINCE OF PEACE CHEMICALS,Efo,233208586701,Retailer,Pharmacy,Urban,7.3003904,-2.2945267,Sunyani,2016-11-04 07:12:12
BA1336,PRINCE OF PEACE CHEMICALS,Kay,233546351941,Retailer,Chemical Shop,Urban,7.3065216,-2.2976722,Dormaa,2016-11-04 07:12:12
BA1337,LEWIS MULLEN CHEM,Lewis,,Retailer,\N,\N,7.592635,-1.9370133333333333,Techiman,2016-11-04 07:12:12
BA1339,RAFCHIC CLINIC,YEBOAH Daniel,233209365999,Retailer,Private Health Facility,Urban,7.2950968,-2.2841572,Sunyani,2016-11-04 07:12:12
BA1344,RESCUE CHEMICALS,BROTHER AKWASI,233242021012,Retailer,Chemical Shop,Urban,7.3092483,-2.3027549,Sunyani,2016-11-04 07:12:12
BA1347,RHAMA PHARMACY,Rhama,233352095084,Wholesaler,\N,\N,8.2311535,-0.6475467,Yeji,2016-11-04 07:12:12
BA1350,RICHARD OPPONG,Richard,233208933645,Retailer,\N,\N,7.3297066666666675,-2.328545,Sunyani,2016-11-04 07:12:12
BA1351,ROBERT CHEMICALS,Rob,233266944836,Retailer,Chemical Shop,Urban,7.3064696,-2.297678,Abesim,2016-11-04 07:12:12
BA1353,ROCKVIEW PHARMACY,Rita,233505242276,Retailer,\N,\N,7.453658333333334,-2.58312,Berekum,2016-11-04 07:12:12
BA1355,RUNNERS BAR,Runners,233208220920,Retailer,Non-Traditional Outlet,Urban,7.3064696,-2.297678,Sunyani,2016-11-04 07:12:12
BA1357,S.K NSIAH CHEMICAL SHOP,king,233246779887,Retailer,Chemical Shop,Urban,6.8040513,-2.5160877,GAOSO,2016-11-04 07:12:12
BA1359,S.O REEVES CHEMICALS,Millicent,233246941323,Retailer ,Chemical Shop,Rural,7.5913537,-2.7875809,Drobo,2016-11-04 07:12:12
BA1360,SAI JOSEPH CHEMICALS,DADA JOE,233035225153,Retailer,Chemical Shop,Urban,7.3066386,-2.298685,Sunyani,2016-11-04 07:12:12
BA1363,SAKYI MENSAH CHEMICALS,Sakyi,233246176401,Retailer,Chemical Shop,Urban,7.295781666666667,-2.7004416666666664,Wamfie,2016-11-04 07:12:12
BA1367,SAMUEL BEDIAKO CHEMICALS,SAMMY,233245638528,Retailer,Chemical Shop,Urban,7.3055149,-2.2967484,Berekum,2016-11-04 07:12:12
BA1370,SAVIOR CHEMIST,Mama,233203506433,Retailer,\N,\N,7.276495,-2.8690066666666665,Dormaa,2016-11-04 07:12:12
BA1371,SAVIOUR CHEMICALS,saviour,233203532485,Retailer,Chemical Shop,Urban,7.3055149,-2.2967484,Dormaa,2016-11-04 07:12:12
BA1372,SAWER JUNIOR CHEMICALS,SAWER,233245369632,Retailer,Chemical Shop,Urban,7.3055569,-2.2966724,Sunyani,2016-11-04 07:12:12
BA1373,SCAB PHARMACY,Steve,233262428291,Distributor,Pharmacy,Urban,7.3313781,-2.3248081,Sunyani,2016-11-04 07:12:12
BA1376,SENTI CHEMIST,MARY,233559141204,Retailer,Pharmacy,Urban,7.3474235,-2.3210307,Sunyani,2016-11-04 07:12:12
BA1377,SETH APPIAH    CHEMICALS,SETH,233246897623,Retailer,Chemical Shop,Urban,7.3055149,-2.2967484,Sunyani,2016-11-04 07:12:12
BA1383,SHEKEL PHARMACY,null,233244801770,Retailer,\N,\N,7.3340496,-2.3259407,sunyani,2016-11-04 07:12:12
BA1384,SHELL MART DORMAA,Prince,,Retailer,\N,\N,7.278720000000001,-2.8708650000000002,Dormaa,2016-11-04 07:12:12
